Sondes	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	B0	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	C0	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	D0	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	D13	D14
NonSig_8719	8.27754070795	6.78523341479	7.6196542341	8.68887075874	7.90215921751	7.40247154952	6.91209102374	7.61659266246	8.03055640636	8.57631547926	6.67748741945	7.6775897031	7.23578086399	8.57536628713	7.73309954573	8.30601310257	8.30308770101	8.94115760074	9.14284900352	7.67295810301	8.49690618095	7.52316321211	8.66271139466	8.17760207325	8.42551957058	7.65634866649	9.04765678582	7.98746942862	8.22155779845	7.55823677564	7.07457942454	7.82217766875	9.19912810564	7.16241201291	7.58693801164	8.34330995636	8.92489622539	7.01208967188	8.26482257577	6.97341230094	8.47919066778	9.30635836619	9.12795396862	7.84721424866	9.21268532399	9.14429882758	8.66824699147	9.82989735207	9.20596405301	8.85496716507	9.06725736319	8.93519318084	7.8562392276	9.13378200136	7.25826331189	7.18286966852	8.17623026474	8.97913360521	9.35725537047	8.10348843197
NonSig_8761	4.53460057694	4.7237867691	5.37299873604	6.17357468166	5.32397884925	4.96805408598	6.179433626	3.86283735711	6.55919595224	5.13511206693	5.70055785905	5.33792038997	4.8506938935	4.29937917011	5.33363955972	4.50843171193	4.93539224287	4.73545483432	3.78082374383	2.77768243125	4.82722388321	4.24852072291	5.01708320172	4.0248051134	4.69854505069	3.65671161068	3.79133729742	4.0482916816	4.45573339108	6.42455236727	5.45116971562	5.7916910388	3.81123785065	4.74674959444	5.51389075914	5.86303759821	4.73891884823	6.34781093348	5.29458005835	4.73467191263	5.28943951957	6.0804929283	5.70815548217	5.97947246832	5.4164370427	6.42468869466	5.85491343	4.09097109842	4.6557862581	4.65941263117	4.29492593415	6.39799252995	4.73123789708	5.54351805443	4.48257441739	4.18827795791	4.78231813672	4.73513143551	6.48853705047	4.23176329348
NonSig_8800	6.41274375912	6.25042152961	7.47593908888	6.67608948222	6.87772126644	6.370302915	7.08442185704	6.0174205783	6.59340595358	7.8587917195	6.4657150073	7.42882268477	6.67146816081	7.51641639651	6.7663271257	6.83105157415	6.894348248	7.55443709004	6.5692245092	6.45630905262	7.12636176479	7.14736650419	7.09013901632	7.12204959675	6.71358050329	6.09923079602	6.306457409	6.39234574082	6.54490245047	7.26464174696	5.2388966238	6.63461839163	8.08392648127	6.94515214958	6.33211280846	7.14103307654	6.6555290268	7.15001312409	6.46444236949	6.74410772535	6.41520521526	6.32438644589	7.95764951828	7.44894824526	6.80347876051	8.4854978066	6.61084296529	7.99230433677	8.11614399565	7.98038929932	7.63443798447	6.80470576664	6.92465015006	7.09344383245	7.42247511187	6.63668046093	8.27260398416	7.46058757491	7.36333859252	6.9638252612
NonSig_8862	8.74950366584	7.98201598382	8.74205725035	8.76138509037	7.73378182228	8.48655554771	7.78647038615	8.77152463102	8.71549673993	7.73505193795	8.47895727596	7.55208783042	8.22689083335	8.68209098821	9.01729168681	7.00673396561	6.57515281002	8.79239526906	8.37820109516	8.29580374143	7.24585289876	7.96131883188	7.82110232139	7.6413467829	7.11590331288	6.74229826575	9.36406904255	8.78683529302	7.09155089774	6.92315254521	8.14147992522	8.29108670873	8.67794128785	7.22112007517	8.92219054438	9.12791628896	7.9830094137	7.95246944795	8.16296489047	7.91764770635	7.60801143068	7.46471945031	7.56292322133	7.68185284091	7.26857107624	8.76231543736	10.0284201535	7.55289601533	6.74118763059	8.9118766309	8.16139389887	8.86052490213	8.48937364939	8.5669272756	8.51204004693	8.22210445758	9.86840219556	8.71684914918	8.45846279385	8.23919514887
NonSig_8893	3.67040522909	5.45278272757	4.2513956354	5.17154543597	4.44681524196	4.75209565832	5.30452657791	4.3120587288	5.2005477686	5.72435221414	3.86471554943	3.65590228392	4.06434337631	4.99436251722	5.32233875186	4.97118164203	4.61505762082	5.20269672259	4.50566816134	3.68573070644	4.67058453323	4.0462638605	4.40905911088	5.84763695201	5.33067638072	5.06153193656	4.46615108352	4.90810901133	5.17176555401	5.19500180794	5.66210385004	6.44557190231	4.91783364081	5.1329193272	7.30717247477	6.07293906398	3.81154410635	4.74308952407	4.96682555693	6.35611557229	5.87637253533	5.62383895944	5.61043387844	6.05235071321	5.0835934285	6.67208063338	5.73517501741	5.75975820392	4.52428124093	5.37167306043	5.17342177756	4.26669001019	3.88658820259	6.03897892994	5.3599992468	4.40100511638	5.89634071598	4.41637853903	5.12514113185	4.45796628892
NonSig_9131	13.5186217647	13.0965833416	11.8371962108	12.2812482626	12.3641632641	13.501536469	13.1367500629	12.5198314582	12.2430602733	13.1525416662	11.2505736102	14.2873341474	11.8693480313	13.8270523527	13.3695932434	12.6706938324	14.267502424	13.2720364625	12.4791636826	13.0582103922	13.2898316128	13.5661154681	13.7926481394	12.7161630721	12.9095890474	13.7298629741	13.6937721068	12.6621563254	13.1995244375	13.3367888331	12.7949473433	13.1554642543	11.8104276878	12.956833513	13.2088305635	13.0346713494	13.0197197842	13.6487175713	13.3486332895	12.9554267894	14.219506954	12.5209486765	12.9648392975	12.6805004199	12.6079874476	13.0026411723	11.9141838888	11.8504853432	13.7092102222	12.1914335834	13.3633320366	12.089852611	12.3190662905	12.4296504857	13.0019304244	11.6305904262	11.9315640046	12.9705536603	12.2731757983	10.9634897683
NonSig_9205	10.5203989601	9.93813228425	8.28790732773	10.0926938106	10.0995328064	9.0400242601	8.70958768067	10.2256878023	9.47353194712	9.70165813589	9.24062666241	9.28216966834	10.3289350618	10.1744852354	7.99355508264	10.5392503572	9.57311900024	9.49743563727	10.6171619751	9.62880618515	10.2155296543	9.97383269313	9.0837729664	8.84802118227	9.36884745607	9.67716668774	10.6191979373	9.96312862988	10.9992506052	10.0974177156	10.9187635194	9.77364760247	11.4229634832	9.27661067717	11.5658218238	9.41351603501	11.225098947	10.1515614273	10.5478490589	10.8501919001	9.92062085388	10.191246743	10.7051731303	10.2620047233	11.1838394807	8.9332027648	10.3057360307	8.89699660973	10.5239658776	10.7871374511	9.94448011486	10.6444545237	9.63798126494	9.77097112236	9.85288798193	9.09136667601	10.6004561337	9.23365463683	9.26619909165	9.75020534523
NonSig_9514	7.82061298339	8.00196258064	7.60951309097	8.42447115897	8.8934842555	8.56671027525	7.86985399143	6.93232961376	8.3636274015	7.05664564744	8.7794228035	8.5173824516	7.24161167869	6.78101820662	8.95838169994	9.72864624322	10.6801217243	8.16701416333	8.0843956018	8.55335681042	8.31753176801	8.32475252886	9.7149488203	7.90110166286	8.12645481219	8.42222374417	8.33822529601	8.11033320141	8.53315792185	8.20584586801	7.93359197549	7.02722407649	7.31509551412	6.68357464386	8.14214499202	8.20652945436	8.95983303079	6.71450406486	8.3042558145	7.53021636685	7.5272544377	7.77189952285	8.09781978738	7.19702339273	7.53655019466	7.08615922718	7.44141761774	8.93415049703	9.0974788664	9.25457282771	7.9515052854	8.70204733687	8.94308066949	8.31439793442	8.54302738571	7.87006223424	8.78109603649	7.97624527343	7.18098058765	7.8899326872
NonSig_9578	11.9754630599	12.0339675076	11.0639138565	11.2856396921	11.5142115658	11.4729989432	11.8696126964	11.8489030036	11.4279331442	11.1925165821	11.6047462325	10.0167818555	11.2344702277	12.6915603644	11.8808619663	11.7990970268	12.2438863313	12.0440131483	12.3998840134	12.0778451109	12.9279987244	12.903248617	11.7339377364	12.1000294995	11.9112407085	12.3840483746	11.6140731454	12.3629930628	12.3606898022	10.3824249261	12.0129593859	11.5895884488	11.671373878	11.7933567227	11.1480506754	11.0238200295	10.9487566238	12.2474110061	11.6930583416	12.839285549	12.0099603476	12.342629929	12.6533996345	11.3407137578	12.0585132708	12.3478763214	12.8676037368	12.9957763922	12.8838178386	12.8396330104	12.6068182869	11.6873417252	13.0946100547	12.189243091	11.3570169175	12.9298930442	12.8422206105	12.7808894102	12.0237414058	12.6606205744
NonSig_9588	2.40062980848	3.38867093926	2.5240971216	3.69885043136	1.64608788741	2.40241188189	1.7384226732	1.94731113365	2.16998230505	2.79170414319	2.30524677691	3.12579902662	3.21856762796	2.33085998939	1.99648453024	3.33668268035	2.27800766967	2.70943807209	2.70445428228	3.59608230906	3.37818508641	3.63344264266	3.54570877386	3.46129325312	2.42950058504	2.57412956787	2.28140460176	3.77812693215	2.56993074388	3.2512181786	2.87034582468	4.21422216948	4.35826529085	3.20530729879	3.1453768456	3.71847196503	3.19366876706	3.0506357232	2.29586661625	3.75459208251	2.53813838618	2.21118863553	3.43910477544	4.31722583068	3.40708145664	4.37958610604	3.83795866646	2.78377117814	3.45711516565	3.47044436676	2.98805060019	3.73899382211	3.17044278971	2.62285525486	3.17099861337	2.82855587059	2.34339490588	3.45204003403	4.07941057338	2.70683404822
NonSig_9664	4.19463828369	4.40890537032	4.21837205133	4.25080957952	4.43534055445	4.95762068439	3.62440148827	4.12380014858	4.45193350352	3.33051721942	4.99298106344	3.84217586376	3.9573694374	4.44037838086	4.61549262341	4.23151153056	3.26979121395	4.08657674935	2.58678812746	3.11165332232	3.54423826446	3.09463753098	5.12729292997	4.48944594105	3.94406969283	4.20182635819	4.12882447811	3.28296243285	3.25380491701	2.69118008441	3.48649325582	2.9118553481	3.34425650597	4.21905035191	3.09563075955	3.59526730805	4.35367756865	4.71592254891	3.00990041429	4.3615413151	2.49672452024	3.31201441334	3.15686550187	3.83305640776	3.39146391632	4.99042115753	4.11085225792	2.88240816421	4.13849285108	5.49610990038	3.27950230815	3.47641984849	3.78751379832	5.38505851711	3.70400721013	6.28041357213	5.92987996334	4.48227697952	3.46973549321	3.52107781183
NonSig_9919	6.86282610143	6.4979567313	6.2710366438	6.87556525415	5.85946523835	6.86659777277	6.0591677747	6.47684744313	6.46006682528	6.49326283778	6.75655048877	5.64088921562	6.46201652513	6.23824359952	6.91093624294	6.34432048989	7.37117701157	6.99658975416	7.14964693478	7.6759876651	7.30673238588	6.94570416603	7.38344878844	6.46685838007	7.21980813825	6.34347040385	8.45376888191	7.42021805742	8.36530228649	8.84897939716	6.65038124061	7.04000607325	6.75346611528	7.42413796032	6.40216063741	7.32439286888	8.02298660019	8.26748983859	7.24199616226	7.07707766641	7.31946997533	7.8900933336	5.75897205173	7.49467556148	6.57817455151	7.31124409591	6.86570748644	7.6789137274	7.03732433754	6.85502978988	6.39943630962	7.29973942035	7.19342418197	7.66666846622	6.11546212606	6.34084720197	6.19885946586	5.14496480941	5.9294139182	5.97843815342
NonSig_10029	6.91370753598	8.07360666025	8.92954970385	7.68277642688	8.51153475907	7.81604963369	7.78576684652	8.85673438329	7.70292290211	7.17871795701	9.04337048076	6.34959421937	7.97812671893	7.44527725507	8.80524201286	7.85479043236	7.73272427962	7.67733075474	6.86935121059	7.546950083	7.94992910539	7.34038232708	8.19014772252	8.17002384228	8.06170522925	7.15651489503	7.88174606599	8.20234883095	6.90903877814	7.34505851708	7.89768324172	8.30211080432	8.01430792551	7.65056276884	7.91071331216	6.94184181364	7.16539077578	7.176202083	8.74141816622	8.30545788601	7.22047425229	8.615656352	7.00123433403	8.44104612972	7.38429681855	8.56772320524	8.40337805382	8.25350465702	9.38802597135	9.00033367505	8.32201796924	9.18360899669	8.89813745751	8.07416399739	7.81910368811	7.88596954575	8.5705176467	8.76487803628	6.89410055539	9.53219280562
NonSig_10087	13.1964382938	14.3053893617	13.510529992	14.9968110265	12.2314449851	13.97538428	13.0943918589	12.6388007441	13.6279844377	14.7358034079	14.2160909031	14.8762944866	14.0140450435	13.4269800744	14.960466721	14.3889758386	13.3831680513	13.9889277139	13.2980467987	14.5759795475	14.1273245931	14.6924680448	14.1737703829	13.6299791807	14.1075807152	14.5907039956	14.1630355916	13.0746741309	13.3792716613	15.6355741864	14.7759644779	14.0654842598	15.1397974007	14.2236717692	14.427448368	14.863617521	14.3381812814	13.6321585946	14.8195740904	14.9759604161	14.0087266641	14.7969967036	14.8555454363	14.1769700396	14.5830392994	14.4598012509	12.4855381245	14.7841110566	13.4715292399	14.4300791984	14.4968154712	12.8262116939	13.9234729028	13.9192183793	13.5322362011	12.8293922953	12.7806805471	13.4631849067	12.1922736585	13.4450386035
NonSig_10199	13.6312750109	12.3868876462	12.9875729535	13.2783093232	14.3375322533	12.8770462361	13.6547271919	13.0498072165	12.9780620955	12.0823633167	13.647109913	13.1156811434	12.9121239077	13.0157340207	13.7146938844	12.5542497004	11.7665812982	12.5316530825	13.0698186512	13.539138411	12.6096809585	11.7978828009	12.1271883371	13.6096546851	12.80533029	12.1842462961	13.3721817287	13.3018793647	12.975610881	12.2065429635	12.7356980585	12.4465642999	12.550711098	12.1272849219	13.4461331646	11.7858824667	12.4904523053	13.0019302561	13.1697448176	12.4439018093	12.8658899017	11.1809548845	12.767605864	13.0599728099	12.8882365826	13.1793864215	13.0423950019	13.2631883635	13.5740727607	14.45565676	13.3944789679	14.3068876574	12.7675879268	13.9189328312	12.7298548661	13.4025311238	13.5795599496	13.5573063652	12.9093531713	13.0978569561
NonSig_10354	13.9820959156	12.7882143331	14.147769487	15.2258827154	12.7318720448	13.979277874	15.0629642626	14.6395464355	13.8188386946	13.2889690907	13.1061336063	14.0288445223	14.375491168	13.2176789667	14.079421488	14.3048287652	14.6671459388	14.0760305671	14.7253696466	13.7199108234	13.964860048	12.7183399362	14.3775217577	14.5416035574	14.7391894582	13.6312552062	12.9960332286	13.4990925765	13.2369839852	13.9193295362	13.3649038649	13.3529715713	15.2521312224	14.1145580242	13.3000867009	13.4709903267	12.0035304861	14.0077610118	13.3020106332	13.0291298727	12.6425034032	12.8762588946	12.542424133	13.2015213118	13.3859957195	14.530114997	14.0021349346	14.4136590761	14.6130159527	13.6500873579	14.1698444466	13.4135845904	12.7632049487	14.1854560987	13.7439623413	14.8951038566	15.057736681	14.2269973198	14.3842727351	15.4122986108
NonSig_10409	8.60737658121	9.14587256297	8.92623907962	8.44499550504	10.5662994133	9.02954395516	9.16911527362	9.39207278877	8.50648587143	9.29070436605	8.83385885124	10.1444429794	9.48931931868	10.7522719638	10.4979000064	9.01090329674	8.61593973182	8.91395750657	9.61707185434	9.0048569383	8.7868511282	10.0056854501	9.48311430998	8.63377527411	9.09819626153	8.36800146519	8.16172593716	9.11088226498	8.47051099639	9.18860103158	8.83048508839	7.96540235644	9.4628690665	8.1770518996	8.97215468076	8.69555742089	8.66569664068	9.40651438425	8.84918740822	9.95100505563	9.26455622026	8.68436824057	8.85575310038	8.86556751491	8.2632800504	7.98402212505	8.1726252799	8.30483267631	9.17116453702	8.96985807359	9.66643043671	8.6167319721	8.34432371159	8.9474892646	7.7400745253	9.04688137429	8.76475223938	7.89726264839	9.24325030961	8.71176773149
NonSig_10464	12.8267505773	12.9787518918	13.0746805255	13.8934869501	12.7810245752	11.8920855528	14.7192814586	13.9304900026	12.0362625003	13.2866609491	12.6488474492	13.0315291012	10.9531986817	13.7174271021	13.5833040756	13.6419196295	13.7900807244	13.0405592462	12.6791230696	13.1694079314	13.2009147674	13.2065970985	13.0215360551	14.069484526	13.2198286315	13.4277086048	12.7416777823	13.3971801552	13.6555744607	12.6843556851	13.0800976222	12.3529084077	13.6058273948	13.4984219716	12.5578534349	13.1400790915	12.9775035652	12.4914226124	12.3271503158	13.3211359194	12.9118277221	12.8534223687	12.1978623994	14.0315116003	12.937382017	12.5867887795	12.4507243812	12.488989597	12.5608566863	12.7582769547	12.3149964134	12.2694075616	12.4816635449	13.1293423366	12.2401397133	11.2039064638	12.0346011679	12.5372938325	12.6641083572	12.6720473613
NonSig_10514	3.63192870097	4.03712059958	4.2708736884	3.43641157082	3.15011886006	3.38975679614	4.49732517347	3.58748818652	3.06409648441	3.14290586502	3.83395113102	2.98883088906	4.10470266222	3.63126464444	3.0296318687	3.28496416997	3.05122154146	3.47850876458	2.36444495054	4.47019278329	2.59570171439	2.82419168066	3.07336956377	2.31605840932	3.22284035651	3.46098300101	2.02506307023	2.93407754061	2.70129702373	3.46036549982	2.79871168456	3.47620248118	3.8679769452	2.94095142465	1.68808375583	2.77048896805	2.94915922396	1.05089506361	2.67706403898	3.35098938532	3.18895817569	3.05708415791	3.40956357122	2.869768466	2.73536451819	2.49600981104	3.60328935213	3.61586519374	2.26167671562	3.84544367611	1.84768967411	2.7247412419	3.35599123712	3.1007504947	2.95011287809	2.76529847799	3.32996396581	1.40234258867	2.37506461965	2.55160394008
NonSig_10665	4.51683322163	3.20595583948	2.6760157838	3.50911075341	3.47894394763	2.83442614922	3.86870141175	3.83675378727	4.4867186759	5.99309543512	3.23957284854	3.95571641256	4.20216109568	4.19872746927	3.5636867249	4.31516723793	5.42259704819	4.32304352088	5.48109266549	3.92065446908	3.21424651556	5.27184826476	5.68161494176	3.27856525772	4.22774607339	2.90456099319	4.96572896049	4.13406009422	4.29698065055	3.71312059924	2.75169848349	2.90499891788	3.19803348526	3.27946502991	3.32513244205	2.87750342589	2.5931932278	2.66368117721	4.06344007797	4.28759182806	4.55723594713	3.43741017239	3.5583381473	2.61355914602	4.57605743373	3.89201235288	3.39505195903	3.62805678187	4.42884676405	4.27694993927	3.74616604227	3.77288600446	4.99777187483	4.86614411856	2.98730134033	5.59948675984	4.20620834743	4.52388219794	3.68339246916	4.99116959612
NonSig_10739	5.7977307945	6.31452070488	4.71000360956	4.87346587097	5.51046857316	6.22710774836	5.40084518877	5.41628766278	5.75628974167	5.29470574394	4.42005959308	5.78644534753	6.40668693079	5.21230682202	5.31199523194	6.42549343034	4.87559234896	6.90326974967	6.80047407975	6.41192966909	6.00701251135	5.70616184847	5.75167319086	5.87991758147	5.22618349707	6.47601589253	7.14058503447	6.45185798527	5.91231087549	5.09348078619	5.87830480584	5.87268970805	7.04711418251	6.72937567877	5.10228053903	5.51324858353	6.07437820565	7.16211908144	5.69256704687	5.32409550876	6.17036504467	6.72890886846	6.78521050978	7.21635453519	6.70469353827	5.71405188694	6.5132961755	7.64900703355	6.26517554552	5.75083924277	6.24392658392	6.01432197077	6.38107967875	4.51576965646	5.59835518639	6.96202079683	6.88406772851	6.79246400719	7.59645396335	5.58871774081
NonSig_10790	5.81510508991	5.54316229673	5.0384410183	4.98786721864	5.83407410469	4.61227015669	5.34624388571	4.76959639275	5.23219855784	5.18351314235	5.06889151326	4.4146336641	4.66789712792	4.39230792396	5.74725315544	5.33154497085	5.7425289821	4.319074389	6.26042350323	5.55267117751	4.48620019683	5.01909492343	4.35529655738	5.26280390834	4.73350038356	5.2616992977	5.10209849749	5.1137379135	4.21133629501	5.30592564891	4.86284078887	4.0128778817	5.14877874965	5.90556240724	4.65200555742	2.65066524945	3.95521007784	3.46610819696	4.15158333919	3.74613662462	5.27567174232	5.04376927349	4.97782885275	3.3977593164	4.78613635309	3.9255213288	3.6059057403	5.54613284319	4.57706310096	5.15091789241	3.98086347335	4.94930156119	4.21624137891	5.27110360474	4.68630279768	4.87455042778	4.84216563122	5.1837348165	3.79284387512	5.03864372474
NonSig_10820	6.37180672585	6.11046519333	6.8514179495	6.79703055013	7.00411357206	5.07091633387	6.70013072087	6.91859538898	6.63303856414	6.98720550149	5.97835099837	6.7240939752	4.95942541147	7.980103929	5.98534544453	5.03207334961	6.28347355248	6.03973311211	6.06309864321	4.91366717962	4.38339266823	5.48334594863	4.84712685848	5.32250806922	6.09005248014	5.89847836771	5.72297494866	6.10132286711	5.69011501194	6.07020143953	5.45702918039	5.21529031125	6.73563704545	6.74183222281	6.48817687857	4.61538713587	5.64942067101	6.00820829632	6.82230851717	6.57729398456	6.59536018677	7.21345338568	5.63418507682	5.89033449415	5.74344164991	5.13115850761	6.37572940039	6.15901356239	6.88293824102	4.97134946913	5.90185141883	4.64693517358	4.50298630003	6.51146967546	5.61794337362	5.6198232565	5.78180249293	5.7511383699	6.37857324014	5.80992760114
NonSig_10858	6.30952073399	5.8565447241	5.25958660448	6.88773771639	5.8642514611	5.8588009608	5.08980524705	6.05185290613	6.19644886382	7.59496370868	6.49816548617	6.48074329919	7.33637814527	5.99227073577	6.75119590204	7.2249477304	6.49775500943	5.65610085171	5.28876590851	7.11168936003	4.90668963602	5.77336790807	6.5547175384	7.10182277252	5.7552990177	6.4116486307	6.08786425801	5.29895057238	5.4436845315	6.21033694281	5.46293891389	5.69293299372	5.85358583319	5.48732871233	5.06177321547	4.659174713	5.56517130165	6.25642838776	5.12087504788	5.49844713519	5.19491119422	5.37868919883	5.58048730539	5.2245380215	5.86058809745	6.28515090709	5.64647406647	7.21671543668	5.79563636698	5.23748338289	5.18644623483	6.21840689003	5.48077818912	4.81128966894	5.48184759715	6.07789041751	6.09051716196	5.14311532801	6.19037200844	6.8005517502
NonSig_10867	15.1961792541	13.5751087745	13.5890577345	13.7624983932	12.9172360825	13.9116629658	13.403907455	14.66196714	13.7437193617	15.3259593151	14.2574155622	13.5335682399	13.9290406803	14.1369465739	14.3904938678	11.1632107518	14.1982641081	14.6349530116	14.1805356871	14.6220225277	13.115015422	14.5350139565	12.2155875123	14.6550932823	13.5227583552	14.0043102129	14.4448463295	13.5886331118	13.3690003613	13.9868931176	13.0721320127	13.2297132569	13.3652018653	14.0144096239	13.4433965439	13.520976385	13.335407616	14.2529389634	13.3277380005	14.1778305048	13.3806847008	15.5981196443	13.9680412399	13.1765225682	14.764280248	14.3257788275	15.0074034858	14.7448320207	14.5758887177	15.2112380189	14.7693567219	14.1209063418	14.1529122461	14.5581971118	13.4719367794	14.6193036739	14.4737925012	14.4551053608	15.0255350712	15.1025349026
NonSig_10891	9.4707944567	7.76850256092	9.1249659347	10.013640709	8.55478628419	7.95116649194	8.63262476669	8.22139507502	10.0847637324	8.18007347057	8.53623505164	8.63403970061	9.34449851979	8.21662194453	8.47978815872	7.59605650488	11.2674927586	9.25101308173	9.53767499923	9.56871390097	8.92786615105	9.38493269169	9.0343667185	8.79837342724	8.49413836844	9.69218035159	9.92835247009	8.76242785992	8.84466428689	10.3508443843	8.73975492201	7.83072086951	9.19294475346	9.09276275705	8.61313586484	8.65354174544	7.90861359492	8.4727613966	7.0533174876	9.35565401184	7.9440564822	7.62850836797	8.52075368821	8.3590703056	8.35203695281	10.08849429	7.92325712103	10.2378666721	9.33575892574	10.0711019578	8.42583075139	9.54212882316	8.63692404909	10.4300089064	10.4540749383	9.12070551754	8.67484073835	10.1992538428	8.02332022535	8.23947740646
NonSig_10931	5.62297368492	6.7445650068	7.00162667099	4.36106467172	5.3355582428	5.3223341045	5.88190736784	6.62067464899	5.59336321228	6.59666409394	6.52565240005	5.71519451187	5.0808327014	4.79941524147	5.34036371157	6.50314098933	6.09466834795	6.42709581482	5.62738967648	6.92525924794	6.09099308164	5.80029859744	6.0781727504	5.57662500183	5.6840515898	5.54119430476	4.64328569838	7.20959751399	5.4762737448	5.34424763085	5.45371966439	5.38010563617	6.37412708731	4.04310896546	6.95042740213	5.96057117545	5.2912343441	4.25089482552	4.59303347446	5.28115324016	5.53199206806	6.47739801075	5.59126299067	5.12906367928	5.2681720889	7.20175496806	6.12038943975	6.28963769004	5.90514216367	6.51826517626	6.58623944802	6.52219777611	6.92182555553	6.28430724753	6.75327177868	5.36914292045	6.42881029989	5.46758170976	6.54561771048	6.17911446507
NonSig_11090	14.1833629394	13.9990689654	13.552295885	13.4742374386	12.8661979428	12.5015995816	14.2741498595	14.0674890122	12.7606613264	12.7131824732	12.4553259653	12.5404676937	11.6650259783	12.5301513374	12.9536077099	14.1682914795	12.275980972	13.8072383509	11.5343464825	12.273448423	13.4274225642	13.824252398	12.366459363	13.0924519975	12.9938920036	12.5849077325	12.2090056371	12.8564603475	13.1394490786	15.3452325435	11.7450494186	11.7559074786	12.3591776041	11.5676294606	12.2928436015	12.737152578	12.3050924945	11.8746394366	12.8859970788	11.7860143363	12.3769035922	11.4851021023	12.2164664628	13.2245140239	12.7218421286	12.9579175651	13.4497827929	15.1824133779	12.2040848729	12.5436071428	12.7260156059	13.3171550719	13.5903568878	13.3876714186	12.9562050499	13.6585496963	13.4232627233	11.8399176759	13.9135797924	12.473416612
NonSig_11130	4.06961761917	6.58406952326	5.72556330277	5.65317471853	5.87980158577	5.79862688643	6.40898584672	5.87853200044	5.86516114357	5.90524302482	5.40268835242	5.43214983235	6.35903755893	5.71015444139	5.75919845743	5.72469112889	6.76863062216	5.70427905166	5.70903027735	6.73019056427	8.27621883536	6.54396106642	6.54708847336	5.56309465446	5.76281294314	6.38580147914	6.17540255766	6.09288970748	6.42210019595	7.53329010018	5.75978484067	6.02144720494	6.91897683072	5.34852335917	6.9000722619	6.21551810188	6.07865110076	5.97060351967	6.39469942442	4.99723712265	4.67353636587	5.33747075206	5.35116969091	6.42668402812	5.19134929553	7.09234236922	6.47486452533	5.87405487112	7.21004152204	6.01984066346	7.05088587131	5.47319930986	6.07625402274	7.18741729641	6.34328462709	6.94336991447	6.46209945971	6.02617873966	5.65959948578	5.97080211693
NonSig_11232	12.6528542943	12.3883674928	12.2882418461	11.7940027875	12.6230000529	12.8781169743	12.949806805	11.5981994508	12.3225144135	12.9696228142	11.6952957785	13.8620790545	11.8137891521	12.2259686187	11.6874993502	12.1479020602	13.4521381082	11.7552328234	13.1942010873	12.776062469	11.906145487	11.8015280531	11.3777466511	12.5619848621	10.8961816745	11.8443592238	12.5247398553	13.2131978842	13.3147941759	12.7122629659	11.4056078943	10.8694306409	11.0048199258	11.0464980794	11.3976469176	11.1947921224	12.2165685899	11.4504963336	12.7323879485	11.7422562171	11.8133006652	11.5028774089	11.1475453973	13.1016281527	12.1085725921	12.2042729206	12.5373008645	11.4638067958	11.6958834992	12.5888669152	12.2151370279	11.8013363084	11.7039240283	13.0215566195	11.0773068291	11.4575067522	11.4658942354	10.4643214523	11.3259219949	10.371852456
NonSig_11285	14.275979283	14.8350136791	14.6150140529	13.8963415749	15.6217167329	14.5056578885	14.6567138597	14.6970117833	13.2413621421	14.6673549443	14.6247335249	13.6805794833	14.4591875352	14.2255867008	15.1234420562	13.7485903687	14.6472989543	13.7407413521	14.5394485086	13.6367396484	14.4077076153	12.0383820483	14.7377336694	13.4168566054	14.1374989319	12.9806865836	13.2809831189	13.9552636601	14.5761169299	12.9348083418	12.4171143737	14.7068458096	15.00211941	12.6110812522	13.9730332539	12.9407481998	12.543304764	14.1751407765	14.0482572586	14.4233501545	14.8334332102	13.8250534595	12.3082221184	12.6482711273	14.307835069	14.9606960274	14.7996667446	14.9238796551	14.276616195	14.3016487028	14.2514426335	13.0574916123	14.5353664506	14.2348992063	14.1776390472	14.6216109231	14.0745197725	14.4837772458	13.6707219045	14.0859359099
NonSig_11472	10.9099135732	10.753007067	9.38869509268	8.66041899802	10.2585921108	8.56514865729	9.19998375106	11.0952536738	9.42372380648	10.8094500232	10.4760982223	10.6743541523	10.8729674516	10.408108656	10.1020673971	9.35705127145	9.9593560917	9.02469149549	10.5965637021	9.58682395516	10.3815342217	10.2284046141	10.9812177145	10.8946364579	9.76349025481	8.14809031734	11.1712630977	9.73915460911	9.9928489746	8.99184340156	10.7763908097	10.699805607	11.1065249802	9.98834873783	11.4101894033	9.73212705208	11.2107269844	10.8811757687	11.4309505933	10.622684511	9.86714058272	10.7549971072	10.1462441535	12.2695476381	9.28457308484	10.0597217576	9.5203256497	9.01978549128	9.27398998349	9.15149304461	11.0616100666	9.60416582561	9.22862451072	11.2601834652	9.85857825664	9.02255275251	8.94405439284	10.0185189546	9.50155862185	9.5054522664
